lng,lat
-73.9045,40.8788
-73.9477,40.7042
-73.9337,40.8543
-73.9875,40.6911
-73.9517,40.8105
-73.8445,40.7214
-73.9145,40.7645
-73.9619,40.6624
-73.8821,40.7478
-73.9201,40.813
-73.8108,40.7055
-73.961,40.7167
-73.9601,40.7157
-73.9515,40.714
-73.9515,40.7431
-73.9312,40.6933
-73.9325,40.7531
-73.9578,40.722
-73.9588,40.6984
-73.9517,40.7144
-73.9263,40.8207
-73.944,40.68
-73.9479,40.8093
-73.9029,40.8817
-73.9525,40.6949
-73.9587,40.7222
-73.958,40.8108
-73.9158,40.8515
-73.9193,40.7586
-73.8794,40.7407
-73.9786,40.6838
-73.9671,40.6843
-73.8911,40.7468
-73.9427,40.8218
-73.8751,40.873
-73.9578,40.722
-73.9134,40.8239
-73.9324,40.7077
-73.9033,40.7536
-73.9253,40.8623
-73.8708,40.6708
-73.9971,40.6613
-73.9457,40.7462
-73.933,40.8482
-73.9577,40.7221
-73.9872,40.692
-73.9516,40.7138
-73.9397,40.8413
-73.9026,40.6915
-73.8838,40.8828
-73.9257,40.7589
-73.9518,40.714
-73.9253,40.8278
-73.8557,40.7279
-73.9426,40.8024
-73.8351,40.8421
-73.8837,40.7477
-73.876,40.7566
-73.8444,40.7212
-73.9516,40.7138
-73.9225,40.7064
-73.8653,40.7552
-73.948,40.8046
-73.8071,40.6992
-73.852,40.834
-73.8769,40.7506
-73.9032,40.8655
-73.8624,40.7499
-73.8749,40.7352
-73.9666,40.8044
-73.9183,40.701
-73.9528,40.8106
-73.9236,40.7071
-73.9777,40.6305
-73.9158,40.7022
-73.9461,40.8172
-73.9031,40.7456
-73.9465,40.792
-73.9832,40.6774
-73.9126,40.7667
-73.9413,40.6806
-73.9831,40.6772
-73.9832,40.6774
-73.8932,40.8464
-73.9222,40.7552
-73.9501,40.711
-73.9208,40.7677
-73.8674,40.8579
-73.9487,40.786
-73.9326,40.7999
-73.9105,40.776
-73.9559,40.6764
-73.9244,40.7062
-73.9577,40.7221
-73.927,40.8652
-73.8802,40.7483
-73.9526,40.7269
-73.7692,40.7601
-73.9665,40.7113
-73.9417,40.7139
-73.9281,40.7084
-73.9072,40.7532
-73.9317,40.6951
-73.9581,40.7217
-73.8525,40.6935
-73.9468,40.8248
-73.958,40.8154
-73.8635,40.7497
-73.9266,40.6641
-73.959,40.7087
-73.9436,40.8155
-73.8588,40.8335
-73.9787,40.6898
-73.9558,40.8045
-73.9533,40.6993
-73.9907,40.6998
-73.9274,40.8112
-73.9015,40.754
-73.9914,40.6633
-73.8304,40.7601
-73.9043,40.8797
-73.9913,40.6634
-73.9167,40.7437
-73.8839,40.7477
-73.83,40.7138
-73.9874,40.6923
-73.9284,40.8603
-73.9565,40.6748
-73.9343,40.7124
-73.9576,40.718
-73.9239,40.7045
-73.933,40.8505
-73.8622,40.7378
-73.8633,40.8338
-73.9481,40.8088
-73.955,40.7343
-73.9331,40.7991
-73.9843,40.6953
-73.9873,40.7026
-73.9912,40.6635
-73.941,40.7883
-73.9533,40.7269
-73.994,40.6816
-73.8441,40.7219
-73.9482,40.7069
-73.9398,40.7075
-73.8448,40.722
-73.9325,40.857
-73.9516,40.7138
-73.9035,40.7453
-73.8082,40.7053
-73.9556,40.8174
-73.9319,40.7077
-73.942,40.798
-73.9368,40.83
-73.891,40.7469
-73.9257,40.8279
-73.9642,40.703
-73.9653,40.714
-73.9175,40.6891
-73.863,40.7498
-73.937,40.8195
-73.8909,40.7468
-73.8859,40.7474
-73.8848,40.7476
-73.9251,40.6984
-73.9219,40.7433
-73.922,40.6758
-73.844,40.7217
-73.9095,40.7754
-73.93,40.7565
-73.9575,40.7223
-73.9523,40.7982
-73.9593,40.8141
-73.8915,40.7466
-73.8909,40.7464
-73.9294,40.7082
-73.9351,40.7145
-73.9594,40.7179
-73.9632,40.7115
-73.9582,40.7218
-73.9371,40.8271
-73.9589,40.7168
-73.8833,40.7477
-73.8924,40.7471
-73.963,40.7117
-73.9508,40.686
-73.9235,40.7069
-73.9199,40.7594
-73.9976,40.6746
-73.9688,40.6721
-73.953,40.811
-73.9183,40.7699
-73.9776,40.6806
-73.9396,40.8414
-73.924,40.7074
-73.9284,40.7555
-73.8466,40.7209
-73.9191,40.7042
-73.8233,40.7131
-73.9192,40.8644
-73.8627,40.7499
-73.8969,40.7544
-73.9177,40.7699
-73.9323,40.849
-73.8303,40.7595
-73.9484,40.7893
-73.9517,40.714
-73.9588,40.7168
-73.9383,40.8
-73.9271,40.8653
-73.8733,40.7567
-73.8823,40.7479
-73.9828,40.6654
-73.9658,40.8052
-73.8796,40.8749
-73.9326,40.7082
-73.8753,40.7626
-73.9947,40.6806
-73.9577,40.7221
-73.873,40.7486
-73.8863,40.7473
-73.9356,40.7114
-73.9337,40.8027
-73.8641,40.8402
-73.8811,40.742
-73.9543,40.7301
-73.98,40.6819
-73.9582,40.7218
-73.9206,40.7665
-73.937,40.8195
-73.9197,40.7046
-73.8441,40.7212
-73.8075,40.7002
-73.9411,40.8139
-73.9147,40.8184
-73.928,40.7696
-73.8622,40.75
-73.9652,40.6794
-73.91,40.6849
-73.8825,40.7479
-73.8675,40.7574
-73.9151,40.8299
-73.9348,40.8012
-73.9586,40.7212
-73.9346,40.8526
-73.9447,40.8142
-73.9392,40.8425
-73.8837,40.7477
-73.9398,40.7076
-73.9577,40.7222
-73.9577,40.722
-73.8832,40.7476
-73.8957,40.8647
-73.952,40.6949
-73.9138,40.8423
-73.9356,40.8469
-73.916,40.8422
-73.8764,40.7484
-73.9391,40.8168
-73.9144,40.689
-73.8936,40.746
-73.8445,40.7214
-73.8932,40.7466
-73.9376,40.8045
-73.9441,40.6774
-73.8602,40.8338
-73.9318,40.7078
-73.9562,40.8131
-73.8686,40.7475
-73.9219,40.8386
-73.8913,40.7469
-73.9236,40.7011
-73.9411,40.8139
-73.954,40.7304
-73.9119,40.7678
-73.9286,40.7048
-73.9249,40.7718
-73.8299,40.7136
-73.9353,40.711
-73.9356,40.6971
-73.9429,40.8214
-73.8869,40.7477
-73.9285,40.7048
-73.9101,40.7695
-73.8439,40.7213
-73.9318,40.7062
-73.9487,40.8238
-73.9531,40.8024
-73.9494,40.7142
-73.9474,40.7482
-73.9875,40.6079
-73.9034,40.7453
-74.02,40.6496
-73.959,40.7168
-73.9517,40.7139
-73.8552,40.7439
-73.9157,40.7574
-73.8873,40.6643
-73.9534,40.7302
-73.9033,40.7455
-73.923,40.7556
-73.9149,40.764
-73.9138,40.7653
-73.9579,40.7219
-73.9025,40.8516
-73.9361,40.7108
-73.9556,40.7121
-73.9611,40.6963
-73.9146,40.7603
-73.9488,40.7888
-73.9407,40.7496
-73.9607,40.6964
-73.9495,40.8021
-73.862,40.7378
-73.9576,40.7296
-73.9069,40.683
-73.9005,40.7457
-73.8679,40.9008
-73.9735,40.6859
-73.8784,40.7482
-73.9902,40.6433
-73.9106,40.7762
-73.9556,40.6809
-73.9347,40.6969
-73.8298,40.7137
-73.9438,40.807
-73.9518,40.6915
-73.8335,40.6735
-73.9342,40.7136
-73.9833,40.6937
-73.9378,40.8046
-73.8649,40.7576
-73.888,40.8369
-73.9246,40.7615
-73.9556,40.7879
-73.9509,40.6347
-73.8938,40.7546
-73.9471,40.707
-73.8908,40.7469
-73.9126,40.7422
-73.9524,40.8141
-73.9747,40.6868
-73.965,40.7146
-73.958,40.7178
-73.9499,40.6816
-73.891,40.7469
-73.9213,40.7668
-73.8829,40.7475
-73.9349,40.6967
-73.9584,40.7215
-73.9041,40.754
-73.9515,40.7861
-74.0199,40.6498
-73.8839,40.7434
-73.9611,40.7191
-73.9132,40.7661
-73.9135,40.7655
-73.9548,40.7186
-73.9325,40.8511
-73.948,40.7069
-73.9087,40.8243
-73.8839,40.6573
-73.9339,40.8493
-73.8589,40.7459
-73.886,40.7474
-73.8836,40.7477
-73.9332,40.6846
-73.9335,40.7106
-73.9652,40.6813
-73.8956,40.7526
-73.9217,40.7668
-73.9582,40.7172
-73.9604,40.7153
-73.892,40.7467
-73.8867,40.8274
-73.954,40.7296
-73.9583,40.7084
-73.9178,40.7699
-73.9865,40.669
-73.9568,40.721
-73.9169,40.7711
-73.9587,40.7221
-73.8917,40.747
-73.9438,40.8354
-73.9418,40.8384
-73.9443,40.7863
-73.8544,40.8103
-73.9494,40.8019
-73.8766,40.7489
-73.9577,40.7221
-73.8912,40.747
-73.9528,40.7231
-73.9183,40.7701
-73.9591,40.7223
-73.9382,40.8178
-73.9372,40.8049
-73.9915,40.6895
-73.831,40.8919
-73.9322,40.708
-73.9614,40.7145
-73.9512,40.786
-73.9455,40.7993
-73.9381,40.8007
-73.9419,40.7152
-73.8848,40.7477
-73.9471,40.8158
-73.9216,40.7668
-73.87,40.7609
-73.9808,40.6886
-73.9317,40.7078
-73.9221,40.7553
-73.9951,40.6634
-73.9474,40.8307
-73.9667,40.7109
-73.9043,40.8513
-73.8908,40.7468
-73.951,40.8055
-73.8675,40.7434
-73.9255,40.7618
-73.9632,40.6886
-73.8915,40.7467
-73.9062,40.7763
-73.9435,40.8359
-73.9371,40.6927
-73.9187,40.7589
-73.8676,40.7228
-73.944,40.7118
-73.9323,40.8004
-73.9626,40.7176
-73.9481,40.707
-73.8777,40.7505
-73.9872,40.6915
-73.9159,40.7721
-73.902,40.8547
-73.8625,40.7321
-73.9226,40.6682
-73.9451,40.794
-73.9918,40.6847
-73.9567,40.8026
-73.884,40.7476
-73.8792,40.7562
-73.9186,40.8165
-73.8704,40.7492
-73.8848,40.7476
-73.9582,40.7216
-73.928,40.7558
-73.9572,40.7203
-73.9317,40.8522
-73.93,40.7564
-73.9066,40.7534
-73.9214,40.7665
-73.904,40.7538
-73.9495,40.6803
-73.9578,40.722
-73.9286,40.7084
-73.9379,40.8183
-73.83,40.7592
-73.9202,40.8473
-73.9362,40.7108
-73.9602,40.7185
-73.956,40.7196
-73.9579,40.7217
-73.9465,40.7498
-73.9239,40.8602
-73.87,40.7609
-73.807,40.6997
-73.9458,40.8079
-73.9295,40.7543
-73.8919,40.7688
-73.9717,40.6931
-73.8587,40.8376
-73.9498,40.7053
-73.9325,40.7077
-73.8675,40.741
-73.9051,40.7454
-73.919,40.7431
-73.9567,40.7188
-73.8901,40.7471
-73.8861,40.7473
-73.8803,40.7414
-73.9407,40.7899
-73.952,40.7234
-73.9642,40.6805
-73.8606,40.8337
-73.9217,40.767
-73.9541,40.8212
-73.9828,40.6861
-73.9997,40.5773
-73.8072,40.6989
-73.934,40.6986
-73.9317,40.8485
-73.9911,40.6858
-73.957,40.7185
-73.9384,40.8464
-73.8895,40.7459
-73.9132,40.8349
-73.9557,40.6809
-73.8909,40.747
-73.944,40.7523
-73.8198,40.765
-73.9493,40.802
-73.9316,40.8522
-73.9465,40.686
-73.9176,40.7616
-73.9542,40.7107
-73.8682,40.8508
-73.9446,40.7947
-73.9572,40.7183
-73.83,40.7592
-73.9182,40.6987
-73.9258,40.6853
-73.8448,40.7203
-73.9106,40.776
-73.9788,40.6839
-73.9046,40.6906
-73.9277,40.6928
-74.0239,40.6348
-73.9286,40.7083
-74.0202,40.6459
-73.9652,40.6976
-73.8072,40.6992
-73.9181,40.7698
-73.8303,40.7599
-73.9532,40.8125
-73.9421,40.8227
-73.9372,40.8193
-73.8914,40.7282
-73.8851,40.7556
-73.9584,40.7214
-73.9579,40.7178
-73.9616,40.7108
-73.9141,40.7438
-73.9484,40.795
-73.9453,40.808
-73.9549,40.7224
-73.8402,40.72
-73.9015,40.7766
-73.8868,40.7472
-73.873,40.7425
-73.9302,40.6794
-73.9151,40.6946
-73.8665,40.7495
-73.9324,40.7078
-73.9273,40.7696
-73.8887,40.7472
-73.9389,40.8133
-73.8694,40.7492
-73.9485,40.8137
-73.9832,40.6774
-73.9207,40.7414
-73.9665,40.7113
-73.9319,40.7078
-73.9006,40.7773
-73.9183,40.7587
-73.9234,40.7612
-73.8517,40.7104
-73.9811,40.6894
-73.9482,40.8138
-73.9035,40.7456
-74.0199,40.6497
-73.8831,40.7478
-73.9582,40.7218
-73.8549,40.834
-73.9388,40.8451
-73.8842,40.7474
-73.9315,40.7653
-73.9747,40.6864
-73.9576,40.7221
-73.9588,40.7168
-73.9623,40.6782
-73.9896,40.6887
-73.9581,40.7086
-73.8893,40.7471
-73.8851,40.7557
-73.9478,40.7902
-73.9391,40.8439
-73.9568,40.7445
-73.9545,40.8004
-73.8442,40.7214
-73.9276,40.8108
-73.9544,40.6911
-73.9516,40.7428
-73.9185,40.7697
-73.9394,40.7048
-73.8854,40.7477
-73.9296,40.7568
-73.9491,40.6954
-73.952,40.8193
-73.9531,40.6949
-73.9613,40.7177
-73.9134,40.7776
-73.8632,40.692
-73.9654,40.7111
-73.9355,40.8506
-73.8566,40.7319
-73.9596,40.7223
-73.9478,40.7068
-73.9518,40.6916
-73.9081,40.6908
-73.8304,40.7594
-73.8849,40.7473
-73.9567,40.7209
-73.9461,40.8013
-73.9211,40.8265
-73.9216,40.7667
-73.9611,40.6611
-73.9193,40.8356
-73.9327,40.8033
-73.9366,40.8302
-73.9245,40.7071
-73.8911,40.7463
-73.9383,40.8047
-73.9515,40.714
-73.8833,40.7467
-73.9587,40.7221
-73.9517,40.7139
-73.8957,40.7293
-73.9581,40.7217
-73.9523,40.8238
-73.9497,40.8261
-73.8707,40.7335
-73.8441,40.7212
-73.9575,40.8002
-73.9441,40.7117
-73.9563,40.8032
-73.9807,40.6885
-73.918,40.7428
-73.932,40.6973
-73.9509,40.81
-73.958,40.7219
-73.9514,40.7999
-73.9322,40.7079
-73.9133,40.7661
-73.8959,40.7379
-73.8561,40.7515
-73.9517,40.714
-73.9555,40.6791
-73.8921,40.7471
-73.9199,40.7595
-73.9577,40.7222
-73.9561,40.6759
-73.8177,40.7177
-73.9239,40.8076
-73.8873,40.7507
-73.9574,40.7182
-73.8442,40.7214
-73.9041,40.7539
-74.0199,40.6498
-73.9577,40.7222
-73.886,40.7474
-73.9041,40.7537
-73.9349,40.6989
-73.875,40.7629
-73.9352,40.8034
-73.8982,40.7495
-73.846,40.8559
-73.9326,40.8571
-73.9503,40.7958
-73.889,40.7472
-73.9667,40.7106
-73.9607,40.6966
-73.8804,40.7502
-73.9189,40.743
-73.9528,40.7271
-73.9489,40.8093
-73.9591,40.7124
-73.9297,40.6939
-73.9407,40.814
-73.8809,40.7502
-73.9309,40.7037
-73.9396,40.7903
-73.8675,40.7406
-73.9166,40.8466
-73.9323,40.708
-73.9531,40.8103
-73.9343,40.803
-73.9462,40.8197
-73.9322,40.8006
-73.9767,40.687
-73.9566,40.7489
-73.9595,40.7162
-73.8671,40.7653
-73.9396,40.7984
-73.9862,40.6733
-73.8831,40.7475
-73.8909,40.7469
-73.939,40.8052
-73.9245,40.7522
-73.9314,40.6659
-73.9232,40.8634
-73.8655,40.7385
-73.8443,40.7716
-73.9389,40.8169
-73.9576,40.7223
-73.9884,40.7007
-73.8075,40.701
-73.9457,40.8162
-73.936,40.688
-73.9673,40.6856
-73.9488,40.7974
-73.9435,40.8362
-73.8305,40.7594
-73.9589,40.7148
-73.8684,40.7632
-73.9505,40.7141
-73.9846,40.6712
-73.9204,40.6908
-73.8776,40.8803
-73.9369,40.6798
-73.9488,40.8136
-73.9416,40.7986
-73.9235,40.707
-73.9221,40.8458
-73.9177,40.7698
-73.9665,40.7113
-73.9248,40.8058
-73.9612,40.7096
-73.9817,40.6747
-73.9596,40.7091
-73.9099,40.7697
-73.967,40.6934
-73.9787,40.684
-73.8691,40.8315
-73.8839,40.7556
-73.9611,40.7189
-73.9289,40.7048
-73.9063,40.6889
-73.8443,40.7214
-73.9409,40.8193
-73.9131,40.8353
-73.9443,40.8239
-73.9035,40.7453
-73.8745,40.7589
-73.9598,40.7151
-73.8306,40.7595
-73.9544,40.8207
-73.9277,40.8113
-73.9184,40.7038
-73.9516,40.714
-73.9516,40.7139
-73.9209,40.7566
-73.9254,40.7618
-73.9673,40.6855
-73.9381,40.8474
-73.8859,40.7475
-73.9034,40.8305
-73.9645,40.7075
-73.912,40.7751
-73.8846,40.7477
-73.9033,40.7005
-73.9278,40.7557
-73.9188,40.743
-73.9517,40.7142
-73.8443,40.721
-73.9769,40.6872
-73.8967,40.6758
-73.9271,40.8185
-73.912,40.7662
-73.9564,40.7482
-73.9532,40.6664
-73.8915,40.747
-73.9323,40.7075
-73.9161,40.7465
-73.9637,40.7106
-73.9453,40.8082
-73.9033,40.8809
-73.952,40.7155
-73.9277,40.8358
-73.9292,40.7083
-73.8956,40.74
-73.9538,40.7228
-73.8692,40.7492
-73.9522,40.7989
-73.8843,40.7474
-73.8254,40.8225
-73.8611,40.7579
-73.8621,40.7578
-73.8832,40.7558
-73.8228,40.7017
-73.8651,40.7354
-73.9336,40.7107
-73.9261,40.692
-73.8515,40.8336
-73.8839,40.7473
-73.8888,40.7472
-73.8817,40.7559
-73.9584,40.7171
-73.9418,40.7147
-73.9553,40.8045
-73.8839,40.7477
-73.8626,40.7499
-73.92,40.7049
-73.891,40.7466
-73.8298,40.7136
-73.8932,40.7547
-73.8613,40.7578
-73.9408,40.8002
-73.9245,40.7437
-73.8621,40.75
-73.9617,40.7097
-73.9041,40.754
-73.9477,40.6866
-73.9873,40.6681
-74.0143,40.6503
-73.8538,40.8343
-73.8794,40.748
-73.9066,40.8734
-73.9615,40.7113
-73.9324,40.7082
-73.9507,40.8261
-73.949,40.7117
-73.958,40.7298
-73.9414,40.7987
-73.9105,40.7759
-73.9037,40.7457
-73.9576,40.7222
-73.8679,40.7446
-73.9034,40.7455
-73.8764,40.7481
-73.9591,40.7169
-73.962,40.7132
-73.9083,40.8165
-73.9308,40.7079
-73.8559,40.7515
-73.9424,40.6842
-73.8861,40.7555
-73.9438,40.8354
-73.8755,40.7353
-73.9399,40.7076
-73.9029,40.8535
-73.962,40.6559
-73.956,40.7286
-73.9024,40.7758
-73.9193,40.7585
-73.9123,40.6824
-73.9371,40.7105
-73.8304,40.7595
-73.9391,40.7909
-73.9195,40.743
-73.8692,40.8716
-73.9525,40.7272
-73.937,40.8047
-73.9063,40.697
-73.9342,40.803
-73.8585,40.7502
-73.9034,40.6779
-73.8646,40.7312
-73.8593,40.7579
-73.8299,40.7138
-73.9579,40.7218
-73.8338,40.6923
-73.9213,40.7601
-73.9102,40.7696
-73.9449,40.8087
-73.8937,40.7465
-73.9517,40.7139
-73.9249,40.8336
-73.9528,40.8182
-73.9334,40.795
-73.9359,40.8151
-73.9526,40.7269
-73.9461,40.7905
-73.9799,40.6773
-73.9453,40.7512
-73.8915,40.7466
-73.8443,40.7213
-73.958,40.7219
-73.8697,40.762
-73.9824,40.6785
-73.9031,40.7455
-73.9041,40.87
-73.9291,40.7082
-73.8903,40.7467
-73.9911,40.6859
-74.0137,40.6455
-73.8625,40.7499
-73.9615,40.7111
-73.9283,40.7556
-73.9136,40.7657
-73.9581,40.7148
-73.886,40.7386
-73.993,40.6973
-73.8849,40.7556
-73.9644,40.6776
-73.9611,40.7147
-73.9227,40.809
-73.9223,40.7062
-73.9589,40.7222
-73.9505,40.7073
-73.91,40.7696
-73.8845,40.7647
-73.9583,40.6797
-73.9422,40.838
-73.9237,40.7072
-73.9588,40.6835
-73.9409,40.7211
-73.9297,40.6793
-73.8299,40.7136
-73.8917,40.7467
-73.9347,40.8523
-73.9482,40.7069
-73.9065,40.7532
-73.9179,40.8162
-73.9621,40.6073
-73.9253,40.7619
-73.9575,40.7223
-73.9587,40.7222
-73.9341,40.7118
-73.8444,40.7211
-73.9516,40.7141
-73.9276,40.7085
-73.9252,40.6913
-73.8103,40.6922
-73.8934,40.7465
-73.9577,40.718
-73.8889,40.7473
-73.903,40.8618
-73.9411,40.653
-73.8915,40.7469
-73.9291,40.6978
-73.9158,40.8042
-73.9137,40.7656
-73.9136,40.7657
-73.9459,40.7505
-73.8639,40.7492
-73.8908,40.7468
-73.9567,40.6675
-73.9473,40.7878
-73.9141,40.7567
-73.9421,40.7008
-73.9611,40.7189
-73.8776,40.7366
-73.8908,40.7469
-73.9383,40.6986
-73.9126,40.819
-73.933,40.7518
-73.9712,40.675
-73.9612,40.6803
-73.8756,40.8293
-73.9818,40.6671
-73.9455,40.7509
-73.8913,40.7468
-73.9205,40.7596
-73.8578,40.758
-73.9846,40.6753
-73.9575,40.7158
-73.8446,40.7215
-73.8875,40.7474
-73.9575,40.7223
-73.9552,40.8043
-73.9453,40.7511
-73.9514,40.7246
-73.9638,40.7105
-73.9331,40.7094
-73.9516,40.7139
-73.9618,40.6962
-73.8936,40.7476
-73.9117,40.7441
-73.8949,40.6681
-73.9332,40.7095
-73.9356,40.7112
-73.911,40.6756
-74.0029,40.6776
-73.8747,40.7487
-73.9297,40.7564
-73.8831,40.7558
-74.0204,40.6491
-73.8334,40.6733
-73.9296,40.7569
-73.8896,40.7471
-74.0099,40.6519
-73.9591,40.7208
-73.9466,40.7889
-73.8298,40.7138
-73.9278,40.6978
-73.9174,40.8402
-73.7469,40.7228
-73.9288,40.8564
-73.9504,40.8213
-73.9627,40.712
-73.9869,40.7024
-73.9346,40.8483
-73.9136,40.7656
-73.8768,40.7483
-73.834,40.6923
-74.0199,40.6497
-73.9454,40.751
-73.9524,40.8185
-73.9245,40.7437
-73.8411,40.7204
-73.9576,40.7178
-73.9008,40.7772
-73.9575,40.7292
-73.9352,40.8476
-73.9447,40.7917
-73.9577,40.722
-73.9614,40.7143
-73.9543,40.7229
-73.9366,40.7115
-73.956,40.6505
-73.9588,40.7222
-73.9273,40.7596
-73.9324,40.7078
-73.9813,40.689
-73.9198,40.6823
-73.999,40.6758
-73.9636,40.7186
-73.9064,40.697
-73.9407,40.6799
-73.9347,40.7514
-73.9794,40.678
-73.9589,40.7223
-73.9549,40.7345
-73.9241,40.7441
-73.9129,40.7745
-73.8606,40.8335
-73.9136,40.7654
-73.9511,40.711
-73.9591,40.7224
-73.9498,40.6776
-73.9553,40.7202
-73.9648,40.6877
-73.8292,40.7574
-73.9615,40.7113
-73.9638,40.7105
-73.8859,40.7475
-73.9337,40.7664
-73.997,40.6616
-74.0196,40.6396
-73.9285,40.7084
-73.9466,40.7034
-73.9518,40.714
-73.9193,40.7585
-73.8937,40.7545
-73.9202,40.7049
-73.9363,40.8304
-73.8842,40.7478
-74.0198,40.6498
-73.9839,40.6794
-73.9591,40.7222
-73.9296,40.6978
-74.0138,40.6453
-73.9266,40.7418
-73.8083,40.7018
-73.9586,40.7221
-73.9507,40.8263
-73.9574,40.7145
-73.8895,40.7457
-73.8629,40.7499
-73.9503,40.8062
-73.8847,40.7392
-73.967,40.7106
-73.8595,40.7119
-73.8492,40.8284
-73.9218,40.8628
-73.9588,40.7222
-73.8899,40.746
-73.8072,40.6991
-73.9578,40.722
-73.9218,40.706
-73.9564,40.7108
-73.8577,40.7287
-73.9463,40.7065
-73.9562,40.6945
-73.9267,40.6938
-73.9458,40.797
-74.0091,40.65
-73.9575,40.7223
-74.0284,40.6225
-73.8746,40.7471
-73.9399,40.7074
-73.9012,40.7769
-73.862,40.7302
-73.8742,40.7349
-74.002,40.6153
-73.9508,40.6777
-73.953,40.725
-73.9415,40.685
-73.8799,40.7481
-73.9576,40.7222
-73.9401,40.6929
-73.9284,40.7556
-73.9593,40.677
-73.9517,40.7139
-73.9279,40.7558
-73.903,40.8792
-73.878,40.8723
-73.9576,40.7223
-73.9578,40.722
-73.8452,40.6801
-73.9626,40.7175
-73.8617,40.75
-73.9182,40.7357
-73.9146,40.7645
-73.8304,40.6779
-73.8072,40.6992
-73.7877,40.5975
-73.9346,40.6796
-73.8605,40.8332
-73.9259,40.6525
-73.8898,40.7459
-73.9538,40.8115
-73.8908,40.7469
-73.9331,40.7095
-73.8164,40.7027
-73.9557,40.803
-73.9769,40.6817
-73.9244,40.7073
-73.9575,40.7223
-73.913,40.6766
-73.9596,40.7182
-73.9616,40.6804
-73.9284,40.7556
-74.0052,40.6535
-73.9867,40.6728
-73.8303,40.7596
-73.9622,40.7179
-73.9375,40.8044
-73.8617,40.7299
-74.1662,40.6362
-73.8895,40.6572
-73.9423,40.8379
-73.9439,40.7955
-73.9492,40.8026
-73.9401,40.5916
-73.9121,40.7752
-73.8643,40.7528
-73.8847,40.7447
-73.9417,40.6903
-73.9487,40.8092
-73.9492,40.7857
-73.9595,40.6764
-73.9624,40.6806
-73.9157,40.7572
-73.9454,40.6922
-73.9151,40.6858
-73.8667,40.7495
-73.8897,40.7459
-73.9284,40.7559
-73.878,40.7366
-73.9337,40.7449
-73.975,40.6933
-73.9061,40.849
-73.9134,40.7659
-73.9195,40.8293
-73.9527,40.727
-73.8944,40.7265
-73.9163,40.7001
-73.8883,40.7467
-73.9123,40.6763
-73.9462,40.808
-73.9558,40.669
-73.9389,40.7576
-73.8987,40.8891
-73.9516,40.7431
-73.9632,40.6743
-73.9574,40.7212
-73.9517,40.6914
-73.9586,40.7231
-73.8835,40.7475
-73.9202,40.7048
-73.937,40.7107
-73.8845,40.7478
-73.954,40.8213
-73.9414,40.7961
-73.9184,40.7448
-73.8626,40.7297
-73.9191,40.7589
-73.924,40.6996
-73.9528,40.7271
-73.8938,40.7545
-73.9638,40.7105
-73.9398,40.8413
-73.9337,40.8028
-73.8685,40.7493
-73.7032,40.63
-73.9587,40.7221
-73.8903,40.7469
-73.9033,40.8809
-73.869,40.7492
-73.9493,40.7067
-73.937,40.7981
-73.9472,40.8258
-73.9407,40.7931
-73.8678,40.8567
-73.9294,40.7081
-73.956,40.6812
-73.9242,40.7436
-73.9538,40.8168
-73.9581,40.7216
-73.9379,40.8552
-73.9489,40.7111
-73.8305,40.7597
-73.8971,40.6943
-73.9594,40.6764
-73.9629,40.7173
-73.9761,40.6735
-73.9222,40.6646
-73.9306,40.694
-73.8645,40.7312
-73.9402,40.7511
-73.9213,40.8678
-73.9266,40.8283
-73.9525,40.727
-73.8627,40.7498
-73.8915,40.7466
-73.9582,40.7154
-73.9274,40.6982
-73.9471,40.5839
-73.9374,40.8041
-73.8196,40.7096
-73.8305,40.7592
-73.9579,40.722
-73.9181,40.741
-73.9371,40.8241
-73.9595,40.6764
-73.9291,40.8125
-73.8821,40.756
-73.8619,40.7498
-73.931,40.7036
-73.9529,40.808
-73.7111,40.6304
-74.0163,40.6429
-73.9188,40.743
-73.9813,40.5757
-73.9748,40.6863
-73.8617,40.7474
-73.8985,40.6949
0,0
-73.9207,40.7568
-73.958,40.7177
-73.9251,40.7065
-73.9122,40.6995
-73.9428,40.7993
-73.9521,40.7332
-73.9589,40.7223
-74.0198,40.6498
-73.9421,40.6932
-73.9551,40.7203
-73.9526,40.6956
-73.9502,40.7168
-73.8643,40.7498
-73.9199,40.7046
-73.9207,40.7664
-73.8442,40.7214
-73.959,40.721
-73.921,40.682
-73.9127,40.6604
-73.9249,40.8184
-73.958,40.7218
-73.9422,40.7005
-73.9407,40.8143
-73.9444,40.8142
-73.8708,40.7515
-73.9792,40.6428
-73.9617,40.7204
-73.9954,40.6795
-73.9561,40.673
-73.935,40.7965
-73.9795,40.6828
-73.9804,40.6763
-73.8894,40.7552
-73.994,40.6861
-73.9414,40.8132
-73.9189,40.7429
-73.9489,40.675
-73.8584,40.8396
-73.9252,40.8273
-73.9339,40.7144
-73.9528,40.7272
-73.9207,40.8479
-73.925,40.8638
-73.9377,40.8044
-73.9373,40.6709
-73.948,40.8096
-73.9577,40.7298
-73.8969,40.7463
-73.9594,40.6535
-73.9388,40.7238
-73.873,40.8407
-73.8828,40.7559
-73.9491,40.8282
-73.9491,40.8232
-73.9456,40.7991
-73.9607,40.661
-73.8979,40.8675
-73.9297,40.7567
-73.9469,40.7071
-73.9096,40.8237
-73.9941,40.6018
-73.9522,40.7262
-73.8912,40.8703
-73.9566,40.7209
-73.9562,40.8132
